StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode
2020-05-25 11:44:28,2020-05-25 11:57:55,IP Address,108.253.22.52,100,807,True,2020-05-25 11:57:56,R_27KiYEv2EZgaqDU,,,,,35.0319976806640625,-90.0139007568359375,anonymous,EN,Yes,Yes,Yes,16.627,48.274,52.403,3,A little bit,No,0,0,9.58,0,9.328,9.328,17.932,1,,8.968,277.969,279.72,14,This is a two or three-storey brick house.  It has ample windows facing the front.  Two chimneys are visible.  The roof is red-brown.  There is a third floor or attic with front-facing windows.  This floor appears to only be located toward the front of the house.  The rear looks to have only two floors.,,,,,,,,,28.557,169.318,169.833,3,2.802,211.795,213.108,14,"It looks to be an early American style house with two floors, plus an attic located underneath a heavily slanted roof.  It has 9 large windows facing the front, plus three smaller attic windows also facing the front.  It appears to be made of brick. It has two chimneys located at each end of the building.",0,0,4.762,0,,807,4434430813
2020-05-25 11:51:45,2020-05-25 11:58:00,IP Address,47.187.9.59,100,374,True,2020-05-25 11:58:00,R_25YeEmFk653mZp2,,,,,32.9376068115234375,-97.0829010009765625,anonymous,EN,Yes,Yes,Yes,3.236,5.184,6.244,2,Definitely yes,Yes,0,0,4.826,0,85.446,198.825,200.244,7,,19.636,19.636,44.12,1,good house and beautiful home.,,,,,0,0,11.164,0,,,,,15.362,15.362,46.397,1,beautiful color house,6.713,17.633,26.18,2,"good
",374,4663996417
2020-05-25 11:52:58,2020-05-25 11:58:27,IP Address,170.76.184.94,100,328,True,2020-05-25 11:58:27,R_roT9gTGKDgUPw9r,,,,,30.5558013916015625,-100.63069915771484375,anonymous,EN,Yes,Yes,Yes,9.107,13.196,14.131,2,Definitely not,No,0,0,4.634,0,33.949,33.949,35.036,1,,2.776,2.776,100.824,1,"The house is three stories tall, although the top of it is heavily slanted, so it's safe to assume the third floor is a little cramped perhaps. The coloring on it is on the darker side of things, which goes well with the vibrant grass and plants in front. The smoke stacks hint at one or two fire places within the home, or perhaps a fireplace and a kitchen vent; either way it's welcome. Finally, I feel like there's more than enough space within that house to make anyone buying it happy.",,,,,,,,,5.289,12.509,38.095,4,2.633,45.831,119.572,4,"The house's colors are a bit on the faded side, which unfortunately mixed with the front of the home doesn't really add much to it. The three stories of it all look great and the top story looks spacious.The windows are a little generic and don't really add much life to the exterior, but they're all reasonably sized. Finally, smoke stacks at the top hint at a fireplace at least, which is a welcomed addition to most homes.",0,0,4.084,0,,328,31494484
2020-05-25 11:55:09,2020-05-25 11:59:17,IP Address,72.207.144.198,100,248,True,2020-05-25 11:59:17,R_BGucABTuGOZhpap,,,,,36.2819061279296875,-115.14749908447265625,anonymous,EN,Yes,Yes,Yes,2.23,6.059,7.989,2,Definitely yes,Yes,0,0,3.953,0,2.661,57.503,59.26,23,,6.686,23.694,27.212,3,"Nov 17, 2016 - ... your home? What is the difference between 'home' and 'house'? ... Adjectives are used to describe or modify other words. Using adjectives provides the listener with more information about what you're saying. You can use the ... ""My house has 5 rooms upstairs and 4 rooms downstairs."" -Javaid Hiran ...",0,0,4.183,0,,,,,,,,,4.245,36.435,40.069,19,provide at least four sentences describing the house,7.437,62.173,65.275,5,"Nov 28, 2019 - Knowing who you are thankful for and for what reasons can really help you strike a balance. ... In addition to making someone else's day, showing gratitude packs a powerful ... It doesn't have to be reserved for after a job interview. ... A thank-you note is a great way to not only show appreciation but also let ...",248,1801921613
2020-05-25 11:55:32,2020-05-25 11:59:33,IP Address,172.116.129.209,100,241,True,2020-05-25 11:59:34,R_1jCYZMyL7kprn38,,,,,33.626800537109375,-117.871795654296875,anonymous,EN,Yes,Yes,Yes,1.925,4.444,5.451,2,Definitely yes,Yes,0,0,1.481,0,24.494,24.494,26.261,1,,5.13,43.945,92.893,5,Tha house is so smart and good. The house is so beautiful and awesome in place. The house is very excellent place in the world.,0,0,15.702,0,,,,,,,,,28.577,28.577,30.029,1,The house is so big size house. The house is so smart and good.,5.163,20.44,25.786,3,Thanks,241,8549470859
2020-05-25 11:51:50,2020-05-25 11:59:40,IP Address,131.93.80.90,100,469,True,2020-05-25 11:59:40,R_3KxqUne4uoqNnpN,,,,,44.6614990234375,-90.1790008544921875,anonymous,EN,Yes,Yes,Yes,41.289,44.838,52.765,2,Definitely yes,Yes,0,0,11.393,0,4.109,4.109,13.341,1,,6.128,35.847,142.722,3,This house looks colorful and elegant look with red brick structure. there is lot of floral plants are amazing making gradient look for this house. This house looks like an memorial place structure on outfit. I really enjoyed to see this house here.,16.982,17.768,38.93,2,,,,,,,,,1.544,1.544,156.96,1,Overall look of this house looks like a old house with more valuable history. The gradient red brick structure of this house looks like amazing dream house. This vintage look of this house was elegant look and great. A simple good looking dream structure make this view great.,1.341,1.341,23.924,1,I feel refreshing to look this houses.,469,303013222
2020-05-25 11:38:59,2020-05-25 12:00:35,IP Address,206.74.233.213,100,1296,True,2020-05-25 12:00:36,R_3r2IVhlx9DNUJoI,,,,,34.1819000244140625,-82.37850189208984375,anonymous,EN,Yes,Yes,Yes,190.777,197.856,200.75,2,A little bit,Yes,0,0,149.115,0,42.758,42.758,44.43,1,,46.198,260.048,279.35,16,"This house very nice and environment is so good ",,,,,0,0,17.157,0,,,,,35.938,135.346,300.534,2,"This house is well build ",3.688,3.688,11.825,1,No,1296,6158519354
2020-05-25 11:52:47,2020-05-25 12:01:04,IP Address,24.111.221.234,100,496,True,2020-05-25 12:01:04,R_2f1ZHA8SY1Mgu34,,,,,48.226104736328125,-101.29740142822265625,anonymous,EN,Yes,Yes,Yes,1.782,6.861,11.976,3,Definitely yes,Yes,0,0,5.076,0,12.921,41.288,42.469,6,,19.112,19.112,112.92,1,if when the house is luxury and neat looking good one. And all are surrounding in a tree is very natural on that house. In the house is window correct place and if that is good one and enjoying the people on that house.,,,,,,,,,0,0,87.873,0,0,0,124.452,0,if when the house is old looking not fresh and surrounding area is good look that one. It is very fantastic on that place and window is good looking on that one. In the house is very luxury and enjoy the people. So much of enjoying on the old place.,2.572,2.572,51.22,1,In this study is good one on the picture for housing is a very good look that is very nature.,496,6135289822
2020-05-25 11:54:00,2020-05-25 12:01:07,IP Address,67.55.228.126,100,427,True,2020-05-25 12:01:08,R_239Je8eQRueggTQ,,,,,42.4918975830078125,-91.7263031005859375,anonymous,EN,Yes,Yes,Yes,5.74,10.786,11.556,4,Definitely yes,Yes,0,0,13.335,0,9.886,9.886,11.171,1,,190.832,190.832,218.446,1,the house was so beautiful and the gardening work was nice,,,,,0,0,16.536,0,,,,,1.132,1.132,20.999,1,the house was so beautiful and alone to stay it was been good,86.727,86.727,87.974,1,,427,141631010
2020-05-25 11:53:36,2020-05-25 12:01:20,IP Address,73.91.206.91,100,463,True,2020-05-25 12:01:20,R_8JolTxVwdEM1ksx,,,,,35.251800537109375,-90.02469635009765625,anonymous,EN,Yes,Yes,Yes,4.332,5.3,6.753,2,Definitely yes,Yes,0,0,1.594,0,8.137,8.137,8.976,1,,6.7,6.7,54.567,1,a large red brick home. its very nice with red flowers in front and a small tree,0,0,3.358,0,,,,,,,,,346.786,346.786,365.71,1,its a big house in a okay spot,0.778,0.778,3.94,1,,463,4809789620
2020-05-25 11:50:47,2020-05-25 12:01:27,IP Address,74.105.161.36,100,639,True,2020-05-25 12:01:27,R_1mOYABHynzr8Drb,,,,,40.6678924560546875,-74.1177978515625,anonymous,EN,Yes,Yes,Yes,20.522,26.452,28.832,2,Definitely not,No,15.549,15.549,25.518,1,15.476,15.476,17.818,1,,23.161,23.161,109.446,1,The house is made of rustic brick. It has elegant landscaping surrounding it. The house has a both a driveway and a pathway to the front door. This house is very attractive.,,,,,,,,,51.117,54.247,242.617,3,16.16,16.16,110.391,1,"This house has many windows. It appears to be a very old, but well-kept house. The house has a black gate surrounding it. I feel as if this house has significance with regards to the shaping of America.",11.367,11.367,36.496,1,Thank you for allowing me to participate in your study. Please stay safe.,639,4869543011
2020-05-25 11:58:02,2020-05-25 12:04:47,IP Address,66.108.3.166,100,405,True,2020-05-25 12:04:47,R_3qst0N4Syoj4Yj8,,,,,40.694000244140625,-73.9900970458984375,anonymous,EN,Yes,Yes,Yes,20.011,25.242,27.173,2,Definitely not,Yes,0,0,2.209,0,7.584,7.584,9.109,1,,16.196,115.188,158.878,5,"i like this house very much , gardening around the house looks very pleasant, view of the house admire me a lot , i think it is most expensive",,,,,,,,,0,0,21.769,0,2.413,2.413,123.626,1,"the house shown on the picture is similar with the previous picture but not furnished no gardening , it not looking good",12.946,12.946,17.264,1,thank you,405,9998879251
2020-05-25 11:59:02,2020-05-25 12:06:21,IP Address,172.221.164.209,100,439,True,2020-05-25 12:06:21,R_1KfHVC8FiURIr3t,,,,,38.568206787109375,-89.8964996337890625,anonymous,EN,Yes,Yes,Yes,47.809,58.085,59.166,3,Definitely yes,Yes,0,0,21.223,0,29.518,29.518,31.062,1,,19.775,19.775,78.592,1,The house looks so elite and gardened neatly. Mixed of Red and white dominating the house. So tidy. Love to have this,0,0,66.07,0,,,,,,,,,8.157,19.286,90.65,3,This also so Georgian style and so traditional building. It reflected a period of colonial growth and desire for more formally designed building. Well arranged doors and windows.,14.389,22.833,44.677,2,The interiors of these houses are so catchy..  Love it,439,9095248295
2020-05-25 11:57:44,2020-05-25 12:08:09,IP Address,67.216.108.76,100,625,True,2020-05-25 12:08:10,R_3J8WYPlcFyYVPWW,,,,,32.7248992919921875,-94.972198486328125,anonymous,EN,Yes,Yes,Yes,28.469,34.429,36.644,3,Definitely yes,Yes,0,0,11.117,0,13.974,64.376,65.875,17,,52.893,52.893,122.848,1,"such a wonderful place
I want to live here
flowers are so freshable
Sky was so cute to look",,,,,0,0,96.82,0,,,,,5.709,226.759,237.298,12,"In this house look like ghost house
A man can walk near the house 
some trees are could not have any leaves
In this house have near both house",2.198,9.475,22.378,2,very interesting to share my feeliings,625,3449678923
2020-05-25 12:03:04,2020-05-25 12:09:17,IP Address,35.141.32.40,100,372,True,2020-05-25 12:09:17,R_blJt55j1ilVixvb,,,,,28.30560302734375,-81.41970062255859375,anonymous,EN,Yes,Yes,Yes,7.191,13.754,15.32,4,Definitely yes,Yes,1.309,2.419,3.036,2,11.274,11.274,12.987,1,,12.426,12.426,129.312,1,it is beauitful house.it looks for amazing.inside for the down of house used in marbles.outside paint cotting for always one year take.,,,,,0,0,61.082,0,,,,,5.465,5.465,101.374,1,"location are very peaceful.mostly for cover in forest area.it is beauitful house,it is highly paid house.",2.015,2.015,4.985,1,,372,3085131058
2020-05-25 12:03:37,2020-05-25 12:09:59,IP Address,76.222.214.144,100,381,True,2020-05-25 12:10:00,R_26nHDVLmNPhAFbt,,,,,42.175994873046875,-87.80899810791015625,anonymous,EN,Yes,Yes,Yes,9.917,13.637,16.546,2,Definitely not,No,0,0,44.881,0,5.85,5.85,7.362,1,,7.509,8.987,38.168,2,It has 3 stories. It has gable windows. It is made of brick.,,,,,,,,,82.12,133.165,134.28,2,8.393,64.014,72.693,2,It is made of brick. It has 3 stories. It has gable windows on the 3rd floor. There is a wrought iron fence around the house.,0,0,4.052,0,,381,6810814738
2020-05-25 11:55:05,2020-05-25 12:10:44,IP Address,45.4.197.6,100,938,True,2020-05-25 12:10:44,R_25A9lJRUgVhMgGt,,,,,40.75030517578125,-74.00140380859375,anonymous,EN,Yes,Yes,Yes,4.359,60.255,61.752,11,A little bit,Yes,0,0,3.685,0,1.688,91.534,92.97,15,,6.042,20.019,109.016,4,This house is very beutiful and greenish.they will big house of liv in big family.,,,,,,,,,10.129,16.944,18.35,3,99.717,102.141,219.532,2,The house was big and largest.this house was old one.and beautiful structure.,6.865,33.192,40.842,5,good,938,3854875764
2020-05-25 12:04:40,2020-05-25 12:11:14,IP Address,172.220.224.196,100,393,True,2020-05-25 12:11:14,R_1QgTYD2GCyluU6u,,,,,35.4665985107421875,-79.1757965087890625,anonymous,EN,Yes,Yes,Yes,8.462,11.161,12.079,2,Not really,Yes,0,0,22.819,0,35.503,35.503,36.721,1,,8.93,28.504,74.054,2,"its enough stay with a big family.
its look like very traditional.
its look with nature.
its looks like very colorful and pleasant.",,,,,3.059,6.178,79.683,2,,,,,16.3,30.813,84.679,2,"its very calm and being relax.
its look like very reserved and very unique.
its seems like fade.
its adorable.",16.832,16.832,33.735,1,"its good study, i like it.",393,6991157159
2020-05-25 11:30:28,2020-05-25 12:12:12,IP Address,73.41.233.86,100,2503,True,2020-05-25 12:12:12,R_O3aXhWR0QEhgTJv,,,,,37.978607177734375,-121.314697265625,anonymous,EN,Yes,Yes,Yes,9.148,14.636,15.915,6,Definitely yes,Yes,52.857,53.137,54.306,3,5.069,5.069,7.795,1,,2.784,4.064,19.603,4,VERY LOOK THE PITCURE. VERY NICE.,,,,,3.942,4.262,6.17,3,,,,,7.982,53.655,55.073,12,VERY CLEAR THE HOUSE. O BEAUTY FULL THE PITCURES,932.454,1088.793,1107.066,11,"i most like of house framing. so achieved my goals. so long time work for my office. and i saw the house photo for the twitter, helo apps im posted.",2503,8988446476
2020-05-25 12:06:18,2020-05-25 12:12:21,IP Address,173.168.20.131,100,362,True,2020-05-25 12:12:21,R_1ovVulbLxLrGrCh,,,,,28.016693115234375,-82.13590240478515625,anonymous,EN,Yes,Yes,Yes,46.528,48.967,50.123,2,Definitely not,No,0,0,8.096,0,5.615,5.615,6.866,1,,9.673,9.673,80.684,1,"It's a large, two-story house. 
It has gorgeous bushes and flowers around it.
It's made mostly of stone and brick.
It looks old, but in a comforting way.",,,,,,,,,0,0,105.406,0,5.68,5.68,79.995,1,"It's a large, two-story house.
It has a lot of windows.
The colors of the home, shades of red and brown, plus the season make it look gloomy.
There's no brightness, no cheery colors, to make it feel less cold.",0,0,8.517,0,,362,6284147901
2020-05-25 11:34:58,2020-05-25 12:12:44,IP Address,198.228.80.41,100,2265,True,2020-05-25 12:12:44,R_3fkkdw84LXyQdoC,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes,Yes,Yes,9.529,14.86,16.25,2,Definitely yes,Yes,0,0,1.191,0,7.81,7.81,10.384,1,,13.248,13.248,36.463,1,it was beautiful on a house so like that,0,0,6.507,0,,,,,,,,,1984.723,1984.723,2015.022,1,it was good house and make a good trees and make a such a wonderful place,12.135,32.662,38.721,4,it was good study,2265,4257274419
2020-05-25 11:27:55,2020-05-25 12:15:06,IP Address,71.94.154.150,100,2830,True,2020-05-25 12:15:06,R_3CHkYaREzf0gJGR,,,,,34.2165985107421875,-117.39080047607421875,anonymous,EN,Yes,Yes,Yes,12.036,13.507,14.641,2,Definitely yes,Yes,0,0,373.241,0,9.533,9.533,10.39,1,,6.424,352.342,416.734,9,This is beautiful rose cottage.It is very tasteful and beautifully built.the fireplace adds charm of this place.the old looks adds the blissfulness to stay here,7.294,8.615,192.836,2,,,,,,,,,4.796,221.647,227.272,17,House is mostly with brick and symmetrical windows . The windows are   very decorative.The entrance have a arched tops.The interior have high ceilings,2.937,18.133,23.58,3,interesting,2830,6780908862
2020-05-25 12:09:40,2020-05-25 12:15:06,IP Address,73.213.82.225,100,326,True,2020-05-25 12:15:06,R_3MhRSNj2d8f6aVs,,,,,38.80780029296875,-77.05229949951171875,anonymous,EN,Yes,Yes,Yes,80.641,81.617,82.333,2,Definitely not,Yes,0,0,1.816,0,6.803,6.803,7.448,1,,4.817,85.155,85.58,7,The house is made of mostly brick on the outside and has a mixture of red and brown color. There are both flowers and trees planted in the front lawn. The house has a dual walkway which likely leads to a driveway. The house also has two chimneys which indicates there must be two fireplaces.,,,,,,,,,5.49,5.81,8.694,2,1.691,60.972,123.483,7,This house in brown or tan in color with dark brown color outlining the windows. The house likely has 5-6 bedroom due to the amount of windows in the house. This house is close to the sidewalk and therefore has a gate in front. The house has three small windows on the top floor which indicates either a large attic or loft bedroom.,0.572,0.572,4.507,1,,326,6647069714
2020-05-25 12:06:04,2020-05-25 12:16:24,IP Address,47.145.238.128,100,619,True,2020-05-25 12:16:24,R_PSZ6x8Rr08wvMBP,,,,,34.109100341796875,-117.7126007080078125,anonymous,EN,Yes,Yes,Yes,152.483,153.854,154.769,2,Definitely yes,Yes,0,0,30.038,0,7.227,7.227,10.141,1,,14.859,105.786,109.953,3,THE HOUSE ISVERY BEAUTIFUL AND IT IS GOOD TO STAY,104.167,104.167,234.344,1,,,,,,,,,1.521,1.521,22.594,1,THE HOUSE LOOKS LIKE HORROR AND VERY BAD ATMOSPHERE,13.351,13.351,16.462,1,NO,619,6222219853
2020-05-25 12:08:54,2020-05-25 12:17:12,IP Address,216.164.231.135,100,498,True,2020-05-25 12:17:13,R_cSEPWzWcqKQggzT,,,,,40.595001220703125,-75.528900146484375,anonymous,EN,Yes,Yes,Yes,3.62,31.442,35.358,4,Definitely yes,Yes,0,0,9.532,0,23.176,23.176,25.223,1,,2.778,109.499,111.98,5,its made by brick. its desigened very classic.... every one should like this photo,,,,,4.531,4.531,14.505,1,,,,,4.168,47.187,73.347,7,its looks like slightly pyramid shape.. it has more windows so good,19.747,19.747,45.409,1,interesting to dos this survey,498,1720576533
2020-05-25 12:06:53,2020-05-25 12:17:48,IP Address,98.146.134.45,100,654,True,2020-05-25 12:17:48,R_YWI3twDPiIF9CFz,,,,,47.7991943359375,-116.7393035888671875,anonymous,EN,Yes,Yes,Yes,33.295,53.88,55.723,2,Not really,No,0,0,7.738,0,23.227,103.05,104.604,15,,30.701,30.701,253.534,1,The house is very super. this house is very natural house. the house owner is life very good life,0,0,27.001,0,,,,,,,,,18.856,18.856,98.229,1,"the describing is very super . ",13.852,13.852,20.434,1,No,654,6020326293
2020-05-25 12:13:18,2020-05-25 12:18:10,IP Address,68.51.38.184,100,291,True,2020-05-25 12:18:10,R_2ropelti8wUrhrw,,,,,40.7494049072265625,-86.068603515625,anonymous,EN,Yes,Yes,Yes,17.643,23.243,24.097,2,Definitely not,Yes,2.542,2.542,5.427,1,13.41,13.41,15.599,1,,7.016,93.159,96.789,7,"This home appears to be rather old but well maintained. It seems that there are many rooms in this house and plenty of windows to allow light in during the day. Its colors ranged from lush to dreary, both complimenting each other nicely It appears this house is roughly three stories. ",,,,,6.547,19.54,20.249,2,,,,,33.713,105.097,112.823,3,Seems to be about three stories high. Without going inside it looks to be very spacious or littered with rooms. Seems it may have been built to host a few tenets at some point. Seems to have about two chimneys allowing for heat on opposite sides of the building.,0,0,5.59,0,,291,2911985912
2020-05-25 12:15:16,2020-05-25 12:19:52,IP Address,172.6.23.174,100,275,True,2020-05-25 12:19:52,R_9GMXDJRiDeqKCvD,,,,,32.377899169921875,-90.12729644775390625,anonymous,EN,Yes,Yes,Yes,10.66,17.852,18.835,2,Definitely not,No,0,0,12.023,0,6.621,7.716,8.258,2,,2.667,2.667,51.558,1,There are two fireplaces. The house is made of red brick. There are two bay windows downstairs. The roof is red.,,,,,,,,,59.516,59.516,95.1,1,2.845,2.845,66.744,1,The main house has two fireplaces. The house is walking distance from a church. The house is made of brick. There is a wrought iron fence in front of the house.,2.011,2.011,8.569,1,none,275,9464602153
2020-05-25 12:15:10,2020-05-25 12:22:02,IP Address,68.3.65.85,100,412,True,2020-05-25 12:22:02,R_2QQcR4xB1OG9nT8,,,,,33.49169921875,-111.98370361328125,anonymous,EN,Yes,Yes,Yes,34.68,36.561,38.038,2,A little bit,Yes,0,0,190.076,0,9.887,68.08,69.639,17,,13.323,13.323,19.47,1,nice look,0,0,4.579,0,,,,,,,,,2.218,2.218,9.925,1,looking good,14.694,14.694,23.632,1,nice,412,9278021366
2020-05-25 12:03:18,2020-05-25 12:22:52,IP Address,98.208.64.68,100,1173,True,2020-05-25 12:22:52,R_1q83TUzbqY95LDc,,,,,38.548004150390625,-121.4597015380859375,anonymous,EN,Yes,Yes,Yes,213.035,270.974,272.345,6,Definitely yes,Yes,0,0,2.381,0,4.186,4.186,14.144,1,,130.18,265.782,270.696,2,This house is absolutely beautiful.Flowers in the front of the house show more beauty to the home.,,,,,0,0,26.027,0,,,,,175.071,246.121,249.409,2,The house looks like an old greeting house.Dry trees in the front porch make the house more beautiful.,0,0,17.76,0,,1173,8741711690
2020-05-25 12:16:06,2020-05-25 12:24:08,IP Address,173.168.58.190,100,482,True,2020-05-25 12:24:08,R_2dXEZ6889sr4mhX,,,,,27.9589996337890625,-82.49379730224609375,anonymous,EN,Yes,Yes,Yes,32.019,34.122,38.021,2,Not really,No,0,0,8.324,0,8.033,8.033,10.639,1,,15.664,161.878,168.502,5,"House is made of brick.
It has 3 dormer windows.
There are 2 large bay windows in front.
The house is at least 2 stories living space.
Appears to have 2 fireplaces.",,,,,,,,,0,0,101.895,0,17,17,110.474,1,"There is an arched entryway.
House has 3 dormer windows in front.
Appears to have 2 fireplaces.
House is made of brick.",0,0,5.125,0,,482,2853580503
2020-05-25 12:19:13,2020-05-25 12:24:28,IP Address,97.82.75.95,100,315,True,2020-05-25 12:24:28,R_3GjPtcq0IsdPpQA,,,,,34.548492431640625,-87.00360107421875,anonymous,EN,Yes,Yes,Yes,2.8,5.59,6.68,2,Definitely yes,Yes,4.325,4.325,6.571,1,4.587,65.925,68.797,3,,21.693,21.693,61.659,1,"The house was looking very good and the garden also very nice ",,,,,,,,,30.381,34.64,35.636,3,7.307,79.033,81.519,8,"I think  this house was very big in inside ",6.687,6.687,24.071,1,none,315,7273625573
2020-05-25 12:20:26,2020-05-25 12:25:46,IP Address,184.17.237.61,100,319,True,2020-05-25 12:25:46,R_1laGaXnvdc83diR,,,,,41.0908966064453125,-85.16049957275390625,anonymous,EN,Yes,Yes,Yes,3.462,4.59,6.17,2,Definitely yes,Yes,0,0,3.597,0,2.349,3.676,4.036,2,,2.664,146.417,151.72,6,the house is builted in good location the appearance of the structure is good the life time of the building is more and effective the elevation of the structure is so good,,,,,0,0,8.767,0,,,,,3.712,103.93,107.867,4,the structure was constructed in good quality of material the dimension should be properly maintained in the structure the quality of material gives the better life time cost wise more effective,2.504,13.075,19.475,4,useful survey,319,9885273664
2020-05-25 12:18:01,2020-05-25 12:27:09,IP Address,100.8.75.253,100,547,True,2020-05-25 12:27:09,R_29ucbHPeiZu78iT,,,,,40.8459014892578125,-74.200897216796875,anonymous,EN,Yes,Yes,Yes,10.741,12.811,15.064,2,A little bit,Yes,0,0,1.298,0,28.297,147.131,149.211,16,,13.299,75.755,84.48,5,The beautiful house good colour,,,,,0,0,21.572,0,,,,,116.974,116.974,143.977,1,good looking house super nature,60.12,60.12,83.376,1,good,547,5168852200
2020-05-25 12:28:51,2020-05-25 12:32:25,IP Address,73.111.244.14,100,214,True,2020-05-25 12:32:25,R_RkmLQ8cpRW7kU13,,,,,42.0991973876953125,-88.29270172119140625,anonymous,EN,Yes,Yes,Yes,3.138,4.622,6.04,2,A little bit,Yes,0,0,1.95,0,10.176,10.176,11.974,1,,27.405,27.405,55.492,1,ITS A OUITE AND BIG BEAUTIFULL OUSE IT WAS VERY PEACE,,,,,,,,,0,0,6.794,0,0,0,2.062,0,,0,0,6.787,0,,214,1847390532
2020-05-25 11:53:03,2020-05-25 12:37:15,IP Address,24.209.27.173,100,2651,True,2020-05-25 12:37:15,R_Y9bhmPDbu8zPbDX,,,,,37.96429443359375,-84.47029876708984375,anonymous,EN,Yes,Yes,Yes,715.129,716.499,717.673,2,Definitely yes,Yes,1.966,1.966,3.315,1,2.258,2.258,3.24,1,,1.747,231.226,233.758,11,"The rose cottage is colorful and decorated with bead board walls.The colors taken from the lush of flowers,. i am very impressed with gable roofs, shingled, stucco walls",0,0,7.592,0,,,,,,,,,51.773,173.972,180.579,7," House with made up of bricks and symmetrical windows.I like the interior with high ceilings.It has a very grand entrances and the windows are decorative too",2.221,2.221,8.923,1,interesting,2651,754848644
2020-05-25 12:32:04,2020-05-25 12:38:07,IP Address,108.233.151.67,100,362,True,2020-05-25 12:38:07,R_3NXvs1VB4cws9Ph,,,,,39.3531951904296875,-121.7136993408203125,anonymous,EN,Yes,Yes,Yes,3.868,6.94,11.752,2,Definitely not,Yes,0,0,5.081,0,9.733,9.733,11.044,1,,7.531,19.04,83.84,3,"It is a well maintained house. The lawn and greenery are well taken care of. It has a red roof. It seems to be quite old. ",152.094,153.01,155.187,2,,,,,,,,,5.412,5.412,64.472,1,"It is a Georgian style house. It is made of stone. It has symmetrical windows. It was one of the first architectural styles brought over from England. ",0,0,4.174,0,,362,4299014569
2020-05-25 12:34:08,2020-05-25 12:40:17,IP Address,67.162.214.119,100,368,True,2020-05-25 12:40:17,R_2uV5fwxnDIeJaj7,,,,,34.726898193359375,-92.34400177001953125,anonymous,EN,Yes,Yes,Yes,8.772,13.513,14.925,4,Definitely not,Yes,2.267,3.355,4.979,2,11.047,11.047,12.664,1,,5.092,97.744,100.384,3,Ir is a two story house. It has two chimney. A great sleek red and grey color. it also has two patios in the front,,,,,123.207,123.207,127.423,1,,,,,6.101,9.085,78.866,2,The house needs a new coat of painting. It needs flowers to bring it more to light. The door needs to be painted a better color. The roof needs a touch up,0,0,4.958,0,,368,9055271446
2020-05-25 12:31:49,2020-05-25 12:40:35,IP Address,216.106.224.42,100,526,True,2020-05-25 12:40:36,R_XSLNVUfCnKe30zL,,,,,43.529693603515625,-96.357696533203125,anonymous,EN,Yes,Yes,Yes,9.785,13.806,14.967,2,Definitely not,Yes,0,0,19.745,0,10.67,10.67,13.003,1,,10.264,10.264,145.075,1,The home has a red theme with an elegant presentation. There are red flowers growing to compliment the over-all red of the home. There is different shades of brick in the main body of the home which ties into the red perfectly. It looks like a very rustic and beautiful home.,,,,,,,,,66.884,88.73,97.656,3,3.638,184.636,193.095,4,The house looks to be build from stone with white trimming around all of it's windows. It looks like it was build a long time ago but kept in-repair. The home has a 19th century appeal and the stone theme is kept with its roof which has the same color scheme. It looks like a very spacious home from its 12 windows facing the street.,0,0,3.622,0,,526,1633937358
2020-05-25 12:31:52,2020-05-25 12:41:32,IP Address,184.15.244.170,100,579,True,2020-05-25 12:41:32,R_doi7JKJB86ONE65,,,,,39.286102294921875,-80.5543975830078125,anonymous,EN,Yes,Yes,Yes,17.082,20.121,21.211,3,A little bit,Yes,10.196,10.196,11.803,1,9.914,9.914,14.421,1,,11.891,110.996,112.03,3,"House was pretty good.
the Gardening work was so fine.
Design was stunning.
Buyers cam easily attracts with the house.",,,,,5.24,172.499,199.464,9,,,,,2.313,126.098,127.066,4,"The house was looks like haunted house.
it seems to be terrible.
Ahead of that, Exterior design was perfect. 
the color of the doors and windows are so good.",4.076,17.057,17.53,2,no,579,7956707109
